alimento,consumo,identifier,entidad,code_upm,est_var,pondef,indicef,nse4f,nse5f,area,region,sexo,edadanos
aguas de fruta natural con azúcar,68.57142639160156,folio_121435__intp_2,12,M1236,123,52949.70703125,-3.425111770629883,1,muy bajo,urbano,sur,masculino,31.534564971923828
refresco normal,1080,folio_121435__intp_2,12,M1236,123,52949.70703125,-3.425111770629883,1,muy bajo,urbano,sur,masculino,31.534564971923828
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_121447__intp_3,12,M1235,122,7943.80224609375,-2.6827399730682373,1,muy bajo,rural,sur,masculino,17.273099899291992
bebidas o aguas de sabor industrializadas con azúcar (frutsi,188.57142639160156,folio_121447__intp_3,12,M1235,122,7943.80224609375,-2.6827399730682373,1,muy bajo,rural,sur,masculino,17.273099899291992
aguas de fruta natural con azúcar,205.7142791748047,folio_121447__intp_3,12,M1235,122,7943.80224609375,-2.6827399730682373,1,muy bajo,rural,sur,masculino,17.273099899291992
refresco normal,1200,folio_121447__intp_3,12,M1235,122,7943.80224609375,-2.6827399730682373,1,muy bajo,rural,sur,masculino,17.273099899291992
aguas de fruta natural con azúcar,205.7142791748047,folio_121452__intp_3,12,M1235,122,16078.89453125,-1.4998842477798462,1,muy bajo,rural,sur,femenino,30.956878662109375
bebidas o aguas de sabor industrializadas con azúcar (frutsi,188.57142639160156,folio_121452__intp_3,12,M1235,122,16078.89453125,-1.4998842477798462,1,muy bajo,rural,sur,femenino,30.956878662109375
refresco normal,305.3571472167969,folio_121452__intp_3,12,M1235,122,16078.89453125,-1.4998842477798462,1,muy bajo,rural,sur,femenino,30.956878662109375
refresco normal,122.14286041259766,folio_121456__intp_2,12,M1235,122,8521.3896484375,-0.1750059425830841,2,medio,rural,sur,femenino,41.55236053466797
aguas de fruta natural con azúcar,916.0714111328125,folio_121456__intp_2,12,M1235,122,8521.3896484375,-0.1750059425830841,2,medio,rural,sur,femenino,41.55236053466797
refresco normal,240,folio_121467__intp_2,12,M1237,123,21680.27734375,-0.9856212139129639,1,bajo,urbano,sur,femenino,20.251882553100586
refresco normal,188.57142639160156,folio_121472__intp_1,12,M1237,123,9312.4228515625,-2.0593953132629395,1,muy bajo,urbano,sur,femenino,34.40930938720703
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_121488__intp_1,12,M1237,123,9312.4228515625,-1.610226035118103,1,muy bajo,urbano,sur,femenino,42.09445571899414
refresco normal,34.28571319580078,folio_121488__intp_1,12,M1237,123,9312.4228515625,-1.610226035118103,1,muy bajo,urbano,sur,femenino,42.09445571899414
refresco normal,377.1428527832031,folio_121495__intp_3,12,M1237,123,64267.046875,1.7001551389694214,4,muy alto,urbano,sur,masculino,21.544147491455078
refresco normal,102.85713958740234,folio_121502__intp_1,12,M1237,123,19238.392578125,-1.4098089933395386,1,bajo,urbano,sur,masculino,49.136207580566406
aguas de fruta natural con azúcar,25.714284896850586,folio_121515__intp_2,12,M1238,121,20396.55859375,-1.4722940921783447,1,muy bajo,rural,sur,femenino,81.19096374511719
refresco normal,25.714284896850586,folio_121515__intp_2,12,M1238,121,20396.55859375,-1.4722940921783447,1,muy bajo,rural,sur,femenino,81.19096374511719
refresco normal,102.85713958740234,folio_121529__intp_3,12,M1238,121,7914.2138671875,-2.5168399810791016,1,muy bajo,rural,sur,femenino,15.419574737548828
aguas de fruta natural con azúcar,68.57142639160156,folio_121539__intp_3,12,M1238,121,7914.2138671875,-2.811495780944824,1,muy bajo,rural,sur,femenino,13.804243087768555
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_121539__intp_3,12,M1238,121,7914.2138671875,-2.811495780944824,1,muy bajo,rural,sur,femenino,13.804243087768555
refresco normal,240,folio_121539__intp_3,12,M1238,121,7914.2138671875,-2.811495780944824,1,muy bajo,rural,sur,femenino,13.804243087768555
aguas de fruta natural con azúcar,34.28571319580078,folio_121559__intp_2,12,M1239,121,27195.412109375,-3.104929208755493,1,muy bajo,rural,sur,femenino,48.766597747802734
refresco normal,17.14285659790039,folio_121559__intp_2,12,M1239,121,27195.412109375,-3.104929208755493,1,muy bajo,rural,sur,femenino,48.766597747802734
jugos naturales con azúcar,102.85713958740234,folio_121575__intp_2,12,M1239,121,25165.94921875,-1.5346519947052002,1,muy bajo,rural,sur,femenino,41.4318962097168
aguas de fruta natural con azúcar,308.5714416503906,folio_121575__intp_2,12,M1239,121,25165.94921875,-1.5346519947052002,1,muy bajo,rural,sur,femenino,41.4318962097168
refresco normal,600,folio_121595__intp_1,12,M1240,123,36358.796875,-1.4098089933395386,1,bajo,urbano,sur,masculino,39.025325775146484
refresco normal,377.1428527832031,folio_121620__intp_2,12,M1240,123,67088.328125,-2.798447608947754,1,muy bajo,urbano,sur,masculino,53.74127197265625
aguas de fruta natural con azúcar,223.92857360839844,folio_121639__intp_1,12,M1241,122,26145.13671875,-2.347904682159424,1,muy bajo,rural,sur,masculino,29.94113540649414
refresco normal,40.71428680419922,folio_121639__intp_1,12,M1241,122,26145.13671875,-2.347904682159424,1,muy bajo,rural,sur,masculino,29.94113540649414
refresco normal,23.571428298950195,folio_121654__intp_2,12,M1241,122,7576.96484375,-1.8293079137802124,1,muy bajo,rural,sur,femenino,55.69062042236328
aguas de fruta natural con azúcar,23.571428298950195,folio_121654__intp_2,12,M1241,122,7576.96484375,-1.8293079137802124,1,muy bajo,rural,sur,femenino,55.69062042236328
aguas de fruta natural con azúcar,51.42856979370117,folio_121691__intp_1,12,M1242,122,4604.291015625,-5.301949501037598,1,muy bajo,rural,sur,femenino,35.490760803222656
jugos naturales con azúcar,17.14285659790039,folio_121691__intp_1,12,M1242,122,4604.291015625,-5.301949501037598,1,muy bajo,rural,sur,femenino,35.490760803222656
refresco normal,17.14285659790039,folio_121691__intp_1,12,M1242,122,4604.291015625,-5.301949501037598,1,muy bajo,rural,sur,femenino,35.490760803222656
aguas de fruta natural con azúcar,205.7142791748047,folio_121713__intp_2,12,M1243,123,17393.08203125,0.9271305203437805,3,alto,urbano,sur,femenino,77.55509948730469
refresco normal,34.28571319580078,folio_121713__intp_2,12,M1243,123,17393.08203125,0.9271305203437805,3,alto,urbano,sur,femenino,77.55509948730469
aguas de fruta natural con azúcar,102.85713958740234,folio_121724__intp_1,12,M1243,123,10939.58984375,-1.6378161907196045,1,muy bajo,urbano,sur,femenino,26.99794578552246
refresco normal,480,folio_121724__intp_1,12,M1243,123,10939.58984375,-1.6378161907196045,1,muy bajo,urbano,sur,femenino,26.99794578552246
refresco normal,51.42856979370117,folio_121738__intp_4,12,M1244,122,2601.7626953125,-3.0158531665802,1,muy bajo,rural,sur,femenino,15.063654899597168
aguas de fruta natural con azúcar,40.71428680419922,folio_121738__intp_4,12,M1244,122,2601.7626953125,-3.0158531665802,1,muy bajo,rural,sur,femenino,15.063654899597168
aguas de fruta natural con azúcar,34.28571319580078,folio_121743__intp_1,12,M1244,122,5203.525390625,-2.3245997428894043,1,muy bajo,rural,sur,femenino,27.414098739624023
refresco normal,70.71428680419922,folio_121743__intp_1,12,M1244,122,5203.525390625,-2.3245997428894043,1,muy bajo,rural,sur,femenino,27.414098739624023
refresco normal,240,folio_121753__intp_4,12,M1244,122,7712.42919921875,-3.275522232055664,1,muy bajo,rural,sur,masculino,12.19986343383789
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_121753__intp_4,12,M1244,122,7712.42919921875,-3.275522232055664,1,muy bajo,rural,sur,masculino,12.19986343383789
refresco normal,102.85713958740234,folio_121761__intp_5,12,M1244,122,7136.8876953125,-2.9139113426208496,1,muy bajo,rural,sur,masculino,15.044489860534668
refresco normal,205.7142791748047,folio_121762__intp_5,12,M1244,122,38562.1484375,-3.0424439907073975,1,muy bajo,rural,sur,masculino,20.177959442138672
jugos naturales con azúcar,171.42857360839844,folio_121762__intp_5,12,M1244,122,38562.1484375,-3.0424439907073975,1,muy bajo,rural,sur,masculino,20.177959442138672
aguas de fruta natural con azúcar,514.28570556640625,folio_121762__intp_5,12,M1244,122,38562.1484375,-3.0424439907073975,1,muy bajo,rural,sur,masculino,20.177959442138672
aguas de fruta natural con azúcar,137.14285278320312,folio_121778__intp_4,12,M1245,124,34481.6171875,-1.7659506797790527,1,muy bajo,urbano,sur,masculino,29.88364028930664
refresco normal,205.7142791748047,folio_121799__intp_2,12,M1245,124,2873.468017578125,-1.8607579469680786,1,muy bajo,urbano,sur,masculino,16.65708351135254
aguas de fruta natural con azúcar,257.1428527832031,folio_121799__intp_2,12,M1245,124,2873.468017578125,-1.8607579469680786,1,muy bajo,urbano,sur,masculino,16.65708351135254
refresco normal,257.1428527832031,folio_121806__intp_1,12,M1245,124,3082.3955078125,-2.1795477867126465,1,muy bajo,urbano,sur,femenino,45.404518127441406
aguas de fruta natural con azúcar,385.71429443359375,folio_121806__intp_1,12,M1245,124,3082.3955078125,-2.1795477867126465,1,muy bajo,urbano,sur,femenino,45.404518127441406
néctares de frutas o pulpa de frutas industrializados con az,102.85713958740234,folio_121825__intp_4,12,M1245,124,2659.034912109375,-2.154414415359497,1,muy bajo,urbano,sur,masculino,18.225872039794922
aguas de fruta natural con azúcar,205.7142791748047,folio_121825__intp_4,12,M1245,124,2659.034912109375,-2.154414415359497,1,muy bajo,urbano,sur,masculino,18.225872039794922
refresco normal,377.1428527832031,folio_121825__intp_4,12,M1245,124,2659.034912109375,-2.154414415359497,1,muy bajo,urbano,sur,masculino,18.225872039794922
refresco normal,17.14285659790039,folio_121831__intp_2,12,M1246,121,22333.962890625,-3.1000051498413086,1,muy bajo,rural,sur,femenino,28.221765518188477
aguas de fruta natural con azúcar,17.14285659790039,folio_121831__intp_2,12,M1246,121,22333.962890625,-3.1000051498413086,1,muy bajo,rural,sur,femenino,28.221765518188477
refresco normal,122.14286041259766,folio_121834__intp_2,12,M1246,121,5583.49072265625,-3.2021701335906982,1,muy bajo,rural,sur,femenino,16.662559509277344
aguas de fruta natural con azúcar,285,folio_121834__intp_2,12,M1246,121,5583.49072265625,-3.2021701335906982,1,muy bajo,rural,sur,femenino,16.662559509277344
refresco normal,102.85713958740234,folio_121849__intp_2,12,M1246,121,17754.6171875,-1.766950011253357,1,muy bajo,rural,sur,femenino,52.32306671142578
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_121849__intp_2,12,M1246,121,17754.6171875,-1.766950011253357,1,muy bajo,rural,sur,femenino,52.32306671142578
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_121858__intp_2,12,M1246,121,17754.6171875,-2.202449083328247,1,muy bajo,rural,sur,femenino,49.68377685546875
refresco normal,102.85713958740234,folio_130029__intp_2,13,M1302,133,2456.736328125,-1.1500481367111206,1,bajo,urbano,sur,masculino,12.522929191589355
refresco normal,285,folio_130038__intp_1,13,M1302,133,14879.853515625,-3.4082038402557373,1,muy bajo,urbano,sur,masculino,32.506500244140625
refresco normal,102.85713958740234,folio_130063__intp_4,13,M1301,132,2552.504150390625,-3.4082038402557373,1,muy bajo,rural,sur,masculino,14.132784843444824
refresco normal,102.85713958740234,folio_130072__intp_5,13,M1301,132,3068.442626953125,-0.9378752708435059,1,bajo,rural,sur,femenino,12.66529655456543
refresco normal,1028.5714111328125,folio_130073__intp_1,13,M1303,133,15899.08203125,3.0149993896484375,4,muy alto,urbano,sur,femenino,55.033538818359375
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_130082__intp_4,13,M1303,133,9550.1884765625,1.2483772039413452,3,alto,urbano,sur,femenino,12.673510551452637
aguas de fruta natural con azúcar,34.28571319580078,folio_130082__intp_4,13,M1303,133,9550.1884765625,1.2483772039413452,3,alto,urbano,sur,femenino,12.673510551452637
refresco normal,102.85713958740234,folio_130082__intp_4,13,M1303,133,9550.1884765625,1.2483772039413452,3,alto,urbano,sur,femenino,12.673510551452637
aguas de fruta natural con azúcar,617.14288330078125,folio_130083__intp_2,13,M1303,133,31798.1640625,1.7536054849624634,4,muy alto,urbano,sur,femenino,43.14031219482422
refresco normal,85.71428680419922,folio_130086__intp_1,13,M1303,133,10705.5185546875,0.041164424270391464,2,medio,urbano,sur,femenino,42.477752685546875
aguas de fruta natural con azúcar,565.71429443359375,folio_130086__intp_1,13,M1303,133,10705.5185546875,0.041164424270391464,2,medio,urbano,sur,femenino,42.477752685546875
jugos naturales con azúcar,514.28570556640625,folio_130124__intp_2,13,M1304,131,4690.93017578125,-0.5248421430587769,2,bajo,rural,sur,masculino,17.070499420166016
refresco normal,176.7857208251953,folio_130127__intp_3,13,M1304,131,9072.708984375,-0.23018628358840942,2,medio,rural,sur,femenino,15.159479141235352
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_130127__intp_3,13,M1304,131,9072.708984375,-0.23018628358840942,2,medio,rural,sur,femenino,15.159479141235352
aguas de fruta natural con azúcar,514.28570556640625,folio_130127__intp_3,13,M1304,131,9072.708984375,-0.23018628358840942,2,medio,rural,sur,femenino,15.159479141235352
néctares de frutas o pulpa de frutas industrializados con az,205.7142791748047,folio_130132__intp_1,13,M1304,131,30779.47265625,1.6516637802124023,3,alto,rural,sur,masculino,48.44353103637695
refresco normal,377.1428527832031,folio_130139__intp_4,13,M1304,131,12218.0712890625,1.2483772039413452,3,alto,rural,sur,femenino,15.011634826660156
aguas de fruta natural con azúcar,102.85713958740234,folio_130139__intp_4,13,M1304,131,12218.0712890625,1.2483772039413452,3,alto,rural,sur,femenino,15.011634826660156
jugos naturales con azúcar,205.7142791748047,folio_130139__intp_4,13,M1304,131,12218.0712890625,1.2483772039413452,3,alto,rural,sur,femenino,15.011634826660156
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_130139__intp_4,13,M1304,131,12218.0712890625,1.2483772039413452,3,alto,rural,sur,femenino,15.011634826660156
refresco normal,514.28570556640625,folio_130185__intp_3,13,M1305,133,5502.1259765625,3.310654401779175,4,muy alto,urbano,sur,masculino,16.98015022277832
aguas de fruta natural con azúcar,411.4285583496094,folio_130227__intp_3,13,M1306,135,5642.34228515625,0.22159160673618317,2,medio,urbano,sur,masculino,18.70225715637207
néctares de frutas o pulpa de frutas industrializados con az,240,folio_130229__intp_2,13,M1306,135,27131.32421875,-1.087562918663025,1,bajo,urbano,sur,femenino,22.954139709472656
refresco normal,514.28570556640625,folio_130229__intp_2,13,M1306,135,27131.32421875,-1.087562918663025,1,bajo,urbano,sur,femenino,22.954139709472656
refresco normal,70.71428680419922,folio_130232__intp_1,13,M1307,132,7801.2294921875,-0.5767366886138916,2,bajo,rural,sur,femenino,40.61875534057617
refresco normal,308.5714416503906,folio_130236__intp_4,13,M1307,132,5249.4892578125,-0.2800823152065277,2,medio,rural,sur,masculino,14.5078706741333
aguas de fruta natural con azúcar,1131.4285888671875,folio_130236__intp_4,13,M1307,132,5249.4892578125,-0.2800823152065277,2,medio,rural,sur,masculino,14.5078706741333
refresco normal,34.28571319580078,folio_130247__intp_1,13,M1307,132,7801.2294921875,-3.2021701335906982,1,muy bajo,rural,sur,femenino,85.03764343261719
aguas de fruta natural con azúcar,600,folio_130247__intp_1,13,M1307,132,7801.2294921875,-3.2021701335906982,1,muy bajo,rural,sur,femenino,85.03764343261719
aguas de fruta natural con azúcar,514.28570556640625,folio_130250__intp_1,13,M1307,132,5252.89501953125,-1.47129487991333,1,muy bajo,rural,sur,femenino,42.412044525146484
refresco normal,34.28571319580078,folio_130251__intp_3,13,M1307,132,10604.1044921875,-2.5832695960998535,1,muy bajo,rural,sur,masculino,16.659822463989258
refresco normal,257.1428527832031,folio_130256__intp_2,13,M1307,132,14138.8056640625,1.1132473945617676,3,alto,rural,sur,masculino,24.388774871826172
refresco normal,34.28571319580078,folio_130280__intp_3,13,M1308,132,19457.072265625,-2.0973727703094482,1,muy bajo,rural,sur,masculino,20.090349197387695
bebidas o aguas de sabor industrializadas con azúcar (frutsi,34.28571319580078,folio_130281__intp_4,13,M1308,132,4816.04541015625,-0.497251957654953,2,bajo,rural,sur,masculino,14.195755958557129
refresco normal,68.57142639160156,folio_130281__intp_4,13,M1308,132,4816.04541015625,-0.497251957654953,2,bajo,rural,sur,masculino,14.195755958557129
refresco normal,51.42856979370117,folio_130288__intp_3,13,M1308,132,2894.75732421875,-2.597811698913574,1,muy bajo,rural,sur,femenino,14.726899147033691
refresco normal,34.28571319580078,folio_130292__intp_5,13,M1309,131,12912.5166015625,-1.6368168592453003,1,muy bajo,rural,sur,masculino,18.521560668945312
refresco normal,34.28571319580078,folio_130304__intp_2,13,M1308,132,9638.33984375,-0.791907787322998,2,bajo,rural,sur,femenino,37.92744445800781
aguas de fruta natural con azúcar,480,folio_130304__intp_2,13,M1308,132,9638.33984375,-0.791907787322998,2,bajo,rural,sur,femenino,37.92744445800781
refresco normal,205.7142791748047,folio_130306__intp_6,13,M1308,132,8684.271484375,-0.9378752708435059,1,bajo,rural,sur,femenino,12.468172073364258
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_130306__intp_6,13,M1308,132,8684.271484375,-0.9378752708435059,1,bajo,rural,sur,femenino,12.468172073364258
aguas de fruta natural con azúcar,377.1428527832031,folio_130306__intp_6,13,M1308,132,8684.271484375,-0.9378752708435059,1,bajo,rural,sur,femenino,12.468172073364258
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_130307__intp_5,13,M1308,132,8684.271484375,-2.3280704021453857,1,muy bajo,rural,sur,femenino,12.925393104553223
refresco normal,68.57142639160156,folio_130307__intp_5,13,M1308,132,8684.271484375,-2.3280704021453857,1,muy bajo,rural,sur,femenino,12.925393104553223
aguas de fruta natural con azúcar,68.57142639160156,folio_130315__intp_2,13,M1308,132,14584.806640625,-2.6254019737243652,1,muy bajo,rural,sur,masculino,40.848731994628906
refresco normal,205.7142791748047,folio_130328__intp_3,13,M1310,135,26201.556640625,1.034761905670166,3,alto,urbano,sur,masculino,15.61396312713623
aguas de fruta natural con azúcar,514.28570556640625,folio_130328__intp_3,13,M1310,135,26201.556640625,1.034761905670166,3,alto,urbano,sur,masculino,15.61396312713623
jugos naturales con azúcar,514.28570556640625,folio_130328__intp_3,13,M1310,135,26201.556640625,1.034761905670166,3,alto,urbano,sur,masculino,15.61396312713623
refresco normal,257.1428527832031,folio_130334__intp_1,13,M1310,135,26201.556640625,-0.19904181361198425,2,medio,urbano,sur,masculino,23.592060089111328
aguas de fruta natural con azúcar,514.28570556640625,folio_130334__intp_1,13,M1310,135,26201.556640625,-0.19904181361198425,2,medio,urbano,sur,masculino,23.592060089111328
refresco normal,85.71428680419922,folio_130360__intp_4,13,M1310,135,6550.38916015625,1.3294177055358887,3,alto,urbano,sur,masculino,17.00752830505371
refresco normal,141.42857360839844,folio_130366__intp_2,13,M1310,135,23389.072265625,-0.08176647871732712,2,medio,urbano,sur,femenino,22.67487907409668
jugos naturales con azúcar,102.85713958740234,folio_130379__intp_2,13,M1311,132,2214.031005859375,-2.5217838287353516,1,muy bajo,rural,sur,masculino,17.19917869567871
refresco normal,377.1428527832031,folio_130379__intp_2,13,M1311,132,2214.031005859375,-2.5217838287353516,1,muy bajo,rural,sur,masculino,17.19917869567871
refresco normal,205.7142791748047,folio_130391__intp_1,13,M1311,132,7511.17529296875,-4.61456823348999,1,muy bajo,rural,sur,masculino,37.57973861694336
refresco normal,154.2857208251953,folio_130406__intp_2,13,M1311,132,2480.263427734375,-0.7929070591926575,2,bajo,rural,sur,masculino,16.15058135986328
aguas de fruta natural con azúcar,471.4285583496094,folio_130414__intp_4,13,M1311,132,23852.798828125,-0.47294753789901733,2,bajo,rural,sur,femenino,24.229978561401367
jugos naturales con azúcar,471.4285583496094,folio_130414__intp_4,13,M1311,132,23852.798828125,-0.47294753789901733,2,bajo,rural,sur,femenino,24.229978561401367
néctares de frutas o pulpa de frutas industrializados con az,246.85714721679688,folio_130433__intp_3,13,M1312,131,9876.03125,2.398097515106201,4,muy alto,rural,sur,masculino,16.16153335571289
aguas de fruta natural con azúcar,514.28570556640625,folio_130433__intp_3,13,M1312,131,9876.03125,2.398097515106201,4,muy alto,rural,sur,masculino,16.16153335571289
refresco normal,246.85714721679688,folio_130435__intp_7,13,M1312,131,52959.234375,1.5450316667556763,3,alto,rural,sur,femenino,30.417522430419922
aguas de fruta natural con azúcar,164.57144165039062,folio_130435__intp_7,13,M1312,131,52959.234375,1.5450316667556763,3,alto,rural,sur,femenino,30.417522430419922
aguas de fruta natural con azúcar,102.85713958740234,folio_130463__intp_6,13,M1313,132,14138.8056640625,0.11361288279294968,2,medio,rural,sur,masculino,14.836413383483887
refresco normal,205.7142791748047,folio_130463__intp_6,13,M1313,132,14138.8056640625,0.11361288279294968,2,medio,rural,sur,masculino,14.836413383483887
aguas de fruta natural con azúcar,68.57142639160156,folio_130468__intp_1,13,M1313,132,6310.57080078125,-0.497251957654953,2,bajo,rural,sur,femenino,29.79055404663086
refresco normal,68.57142639160156,folio_130507__intp_1,13,M1315,133,7511.951171875,-0.4587947130203247,2,bajo,urbano,sur,femenino,46.910335540771484
aguas de fruta natural con azúcar,68.57142639160156,folio_130507__intp_1,13,M1315,133,7511.951171875,-0.4587947130203247,2,bajo,urbano,sur,femenino,46.910335540771484
refresco normal,34.28571319580078,folio_130508__intp_4,13,M1315,133,18048.98046875,-0.25349143147468567,2,medio,urbano,sur,femenino,19.266254425048828
refresco normal,128.57142639160156,folio_130528__intp_2,13,M1315,133,24306.271484375,1.274968147277832,3,alto,urbano,sur,femenino,20.84052085876465
jugos naturales con azúcar,34.28571319580078,folio_130528__intp_2,13,M1315,133,24306.271484375,1.274968147277832,3,alto,urbano,sur,femenino,20.84052085876465
aguas de fruta natural con azúcar,462.8571472167969,folio_130528__intp_2,13,M1315,133,24306.271484375,1.274968147277832,3,alto,urbano,sur,femenino,20.84052085876465
refresco normal,85.71428680419922,folio_130535__intp_2,13,M1314,132,2981.599853515625,-3.496825933456421,1,muy bajo,rural,sur,femenino,15.958931922912598
refresco normal,102.85713958740234,folio_130545__intp_6,13,M1314,132,5963.19970703125,-2.9321064949035645,1,muy bajo,rural,sur,femenino,12.273784637451172
refresco normal,205.7142791748047,folio_130546__intp_1,13,M1314,132,30345.537109375,-3.2011706829071045,1,muy bajo,rural,sur,masculino,42.19575500488281
aguas de fruta natural con azúcar,68.57142639160156,folio_130556__intp_2,13,M1314,132,2480.263427734375,0.3900013267993927,2,medio,rural,sur,masculino,16.366872787475586
refresco normal,205.7142791748047,folio_130566__intp_5,13,M1314,132,496.9333190917969,0.06975387781858444,2,medio,rural,sur,femenino,13.916495323181152
aguas de fruta natural con azúcar,785.71429443359375,folio_130566__intp_5,13,M1314,132,496.9333190917969,0.06975387781858444,2,medio,rural,sur,femenino,13.916495323181152
néctares de frutas o pulpa de frutas industrializados con az,49.71428680419922,folio_130576__intp_4,13,M1316,131,5936.138671875,0.48965656757354736,3,medio,rural,sur,femenino,14.398357391357422
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_130576__intp_4,13,M1316,131,5936.138671875,0.48965656757354736,3,medio,rural,sur,femenino,14.398357391357422
bebidas o aguas de sabor industrializadas con azúcar (frutsi,246.85714721679688,folio_130589__intp_4,13,M1316,131,5479.51220703125,-0.4030131995677948,2,bajo,rural,sur,femenino,12.249143600463867
aguas de fruta natural con azúcar,137.14285278320312,folio_130596__intp_5,13,M1316,131,6649.94580078125,1.0290722846984863,3,alto,rural,sur,masculino,15.701574325561523
refresco normal,257.1428527832031,folio_130600__intp_2,13,M1316,131,29353.400390625,-1.212406039237976,1,bajo,rural,sur,femenino,50.724159240722656
aguas de fruta natural con azúcar,600,folio_130600__intp_2,13,M1316,131,29353.400390625,-1.212406039237976,1,bajo,rural,sur,femenino,50.724159240722656
refresco normal,102.85713958740234,folio_130619__intp_6,13,M1317,133,5054.83251953125,2.9884085655212402,4,muy alto,urbano,sur,masculino,18.277891159057617
aguas de fruta natural con azúcar,942.85711669921875,folio_130619__intp_6,13,M1317,133,5054.83251953125,2.9884085655212402,4,muy alto,urbano,sur,masculino,18.277891159057617
refresco normal,240,folio_130635__intp_1,13,M1317,133,41229.92578125,2.9884085655212402,4,muy alto,urbano,sur,masculino,53.31416702270508
refresco normal,925.71429443359375,folio_130644__intp_3,13,M1318,132,20040.78515625,0.1627054512500763,2,medio,rural,sur,masculino,22.622861862182617
refresco normal,205.7142791748047,folio_130659__intp_2,13,M1318,132,20230.357421875,-0.8901600241661072,1,bajo,rural,sur,masculino,42.20670700073242
néctares de frutas o pulpa de frutas industrializados con az,68.57142639160156,folio_130679__intp_4,13,M1318,132,4428.06201171875,-1.6092267036437988,1,muy bajo,rural,sur,femenino,18.617385864257812
refresco normal,102.85713958740234,folio_130679__intp_4,13,M1318,132,4428.06201171875,-1.6092267036437988,1,muy bajo,rural,sur,femenino,18.617385864257812
aguas de fruta natural con azúcar,128.57142639160156,folio_130679__intp_4,13,M1318,132,4428.06201171875,-1.6092267036437988,1,muy bajo,rural,sur,femenino,18.617385864257812
refresco normal,34.28571319580078,folio_130689__intp_3,13,M1319,132,6642.09326171875,1.67256498336792,4,muy alto,rural,sur,femenino,15.38398265838623
aguas de fruta natural con azúcar,34.28571319580078,folio_130689__intp_3,13,M1319,132,6642.09326171875,1.67256498336792,4,muy alto,rural,sur,femenino,15.38398265838623
refresco normal,102.85713958740234,folio_130699__intp_3,13,M1319,132,4960.52685546875,-1.3780553340911865,1,bajo,rural,sur,masculino,16.720054626464844
refresco normal,205.7142791748047,folio_130711__intp_3,13,M1319,132,6642.09326171875,-2.5217838287353516,1,muy bajo,rural,sur,femenino,18.496919631958008
refresco normal,1200,folio_130718__intp_1,13,M1320,131,7124.61181640625,-1.8973300457000732,1,muy bajo,rural,sur,femenino,56.33127975463867
refresco normal,570,folio_130726__intp_3,13,M1320,131,4279.57958984375,-0.20259611308574677,2,medio,rural,sur,femenino,18.110881805419922
refresco normal,102.85713958740234,folio_130746__intp_3,13,M1320,131,6456.25830078125,-1.8812024593353271,1,muy bajo,rural,sur,masculino,14.250513076782227
aguas de fruta natural con azúcar,600,folio_130760__intp_1,13,M1321,132,4186.8984375,-1.3431603908538818,1,bajo,rural,sur,femenino,49.95208740234375
refresco normal,34.28571319580078,folio_130765__intp_4,13,M1321,132,5634.77294921875,-0.6392219066619873,2,bajo,rural,sur,masculino,14.012319564819336
aguas de fruta natural con azúcar,514.28570556640625,folio_130765__intp_4,13,M1321,132,5634.77294921875,-0.6392219066619873,2,bajo,rural,sur,masculino,14.012319564819336
refresco normal,34.28571319580078,folio_130789__intp_3,13,M1322,135,4732.7529296875,0.9537214040756226,3,alto,urbano,sur,femenino,13.19370174407959
aguas de fruta natural con azúcar,40.71428680419922,folio_130789__intp_3,13,M1322,135,4732.7529296875,0.9537214040756226,3,alto,urbano,sur,femenino,13.19370174407959
refresco normal,34.28571319580078,folio_130799__intp_2,13,M1322,135,15758.1015625,-1.0133625268936157,1,bajo,urbano,sur,femenino,32.440792083740234
aguas de fruta natural con azúcar,257.1428527832031,folio_130799__intp_2,13,M1322,135,15758.1015625,-1.0133625268936157,1,bajo,urbano,sur,femenino,32.440792083740234
refresco normal,377.1428527832031,folio_130801__intp_5,13,M1322,135,10603.7119140625,0.38771486282348633,2,medio,urbano,sur,masculino,15.728952407836914
refresco normal,102.85713958740234,folio_130828__intp_4,13,M1323,135,8831.5771484375,2.317056894302368,4,muy alto,urbano,sur,femenino,14.606432914733887
refresco normal,600,folio_130843__intp_2,13,M1323,135,16803.134765625,1.9749090671539307,4,muy alto,urbano,sur,femenino,41.21012878417969
refresco normal,188.57142639160156,folio_130864__intp_1,13,M1323,135,5046.61572265625,0.9793130159378052,3,alto,urbano,sur,femenino,19.548254013061523
