alimento,consumo,identifier,entidad,code_upm,est_var,pondef,indicef,nse4f,nse5f,area,region,sexo,edadanos
néctares de frutas o pulpa de frutas industrializados con az,353.5714416503906,folio_081705__intp_5,08,M0837,86,2927.597900390625,0.02595125511288643,2,medio,urbano,norte,femenino,17.492128372192383
refresco normal,712.5,folio_081705__intp_5,08,M0837,86,2927.597900390625,0.02595125511288643,2,medio,urbano,norte,femenino,17.492128372192383
bebidas o aguas de sabor industrializadas con azúcar (frutsi,240,folio_081708__intp_3,08,M0837,86,3899.408447265625,-0.9187494516372681,1,bajo,urbano,norte,masculino,12.769335746765137
refresco normal,514.28570556640625,folio_081708__intp_3,08,M0837,86,3899.408447265625,-0.9187494516372681,1,bajo,urbano,norte,masculino,12.769335746765137
néctares de frutas o pulpa de frutas industrializados con az,34.28571319580078,folio_081715__intp_1,08,M0837,86,16403.978515625,-1.9063351154327393,1,muy bajo,urbano,norte,masculino,32.07392120361328
refresco normal,600,folio_081715__intp_1,08,M0837,86,16403.978515625,-1.9063351154327393,1,muy bajo,urbano,norte,masculino,32.07392120361328
refresco normal,257.1428527832031,folio_081717__intp_2,08,M0837,86,2927.597900390625,-0.9696447849273682,1,bajo,urbano,norte,femenino,18.338123321533203
refresco normal,240,folio_081718__intp_1,08,M0837,86,5855.19580078125,-1.2918907403945923,1,bajo,urbano,norte,femenino,28.03559112548828
refresco normal,34.28571319580078,folio_081735__intp_1,08,M0838,85,10828.673828125,-0.9187494516372681,1,bajo,urbano,norte,femenino,66.09172058105469
bebidas o aguas de sabor industrializadas con azúcar (frutsi,257.1428527832031,folio_081735__intp_1,08,M0838,85,10828.673828125,-0.9187494516372681,1,bajo,urbano,norte,femenino,66.09172058105469
jugos naturales con azúcar,102.85713958740234,folio_081754__intp_4,08,M0838,85,8154.56884765625,3.310654401779175,4,muy alto,urbano,norte,masculino,16.835044860839844
refresco normal,122.14286041259766,folio_081754__intp_4,08,M0838,85,8154.56884765625,3.310654401779175,4,muy alto,urbano,norte,masculino,16.835044860839844
aguas de fruta natural con azúcar,71.42857360839844,folio_081772__intp_3,08,M0839,85,14491.28515625,-0.40692397952079773,2,bajo,urbano,norte,femenino,17.823408126831055
refresco normal,257.1428527832031,folio_081785__intp_4,08,M0839,85,8097.31884765625,2.2961556911468506,4,muy alto,urbano,norte,masculino,18.598220825195312
refresco normal,240,folio_081793__intp_1,08,M0839,85,17031.845703125,1.0337625741958618,3,alto,urbano,norte,masculino,54.17111587524414
aguas de fruta natural con azúcar,154.2857208251953,folio_081801__intp_1,08,M0839,85,40598.94140625,1.2483772039413452,3,alto,urbano,norte,masculino,33.462013244628906
refresco normal,236.57142639160156,folio_081801__intp_1,08,M0839,85,40598.94140625,1.2483772039413452,3,alto,urbano,norte,masculino,33.462013244628906
refresco normal,205.7142791748047,folio_081806__intp_5,08,M0840,85,9854.8759765625,2.61171293258667,4,muy alto,urbano,norte,masculino,12.112251281738281
aguas de fruta natural con azúcar,102.85713958740234,folio_081820__intp_2,08,M0840,85,46791.79296875,0.9527221322059631,3,alto,urbano,norte,femenino,82.631072998046875
aguas de fruta natural con azúcar,240,folio_081821__intp_1,08,M0840,85,15597.2646484375,1.9739097356796265,4,muy alto,urbano,norte,femenino,41.76865005493164
refresco normal,94.28571319580078,folio_081821__intp_1,08,M0840,85,15597.2646484375,1.9739097356796265,4,muy alto,urbano,norte,femenino,41.76865005493164
refresco normal,305.3571472167969,folio_081822__intp_2,08,M0840,85,8818.33984375,1.485540509223938,3,alto,urbano,norte,femenino,18.403831481933594
bebidas o aguas de sabor industrializadas con azúcar (frutsi,40.71428680419922,folio_081859__intp_3,08,M0841,85,46485.60546875,2.2695648670196533,4,muy alto,urbano,norte,masculino,23.025325775146484
néctares de frutas o pulpa de frutas industrializados con az,122.14286041259766,folio_081859__intp_3,08,M0841,85,46485.60546875,2.2695648670196533,4,muy alto,urbano,norte,masculino,23.025325775146484
aguas de fruta natural con azúcar,101.78571319580078,folio_081859__intp_3,08,M0841,85,46485.60546875,2.2695648670196533,4,muy alto,urbano,norte,masculino,23.025325775146484
néctares de frutas o pulpa de frutas industrializados con az,257.1428527832031,folio_081885__intp_1,08,M0841,85,32592.501953125,3.0149993896484375,4,muy alto,urbano,norte,masculino,61.61806869506836
bebidas o aguas de sabor industrializadas con azúcar (frutsi,114,folio_081904__intp_3,08,M0842,85,19981.58984375,0.9099187850952148,3,alto,urbano,norte,femenino,19.12114906311035
refresco normal,151.1999969482422,folio_081904__intp_3,08,M0842,85,19981.58984375,0.9099187850952148,3,alto,urbano,norte,femenino,19.12114906311035
refresco normal,205.7142791748047,folio_081906__intp_3,08,M0842,85,9990.794921875,2.2961556911468506,4,muy alto,urbano,norte,femenino,15.044489860534668
bebidas o aguas de sabor industrializadas con azúcar (frutsi,102.85713958740234,folio_081906__intp_3,08,M0842,85,9990.794921875,2.2961556911468506,4,muy alto,urbano,norte,femenino,15.044489860534668
